rank	token	frequency	corpus_pct	folio_count	prefix	middle	suffix	atom_gloss	e_depth	head_atom	terminal_atom	is_headless	par_initial_rate	line_initial_rate	line_final_rate	top_section	confidence	operational_def
253	qor	14	0.061	11	qo	r		qo:respond	0	r	r	True	0.0	0.214	0.071	B		
254	teey	14	0.061	8	te	e	y	te:cool.end	1	e	y	False	0.0	0.071	0.0	S		
255	qoaiin	13	0.056	12	qo	aiin		qo:yield.iterate.iterate.bind	0	a	n	False	0.0	0.231	0.0	S		
256	okchy	13	0.056	12	ok	y		ok:adjust.watch.end	0	c	y	True	0.0	0.077	0.154	H		
257	okaly	13	0.056	12	ok	a	ly	ok:yield.state.end	0	a	y	False	0.077	0.077	0.385	B		
258	chckhdy	13	0.056	11	ch	ckh	dy	ch:adjust.heat.watch.do.end	0	c	y	True	0.0	0.0	0.0	B		
259	laiin	13	0.056	11		l	aiin	state.yield.iterate.iterate.bind	0	l	n	True	0.0	0.154	0.077	S		
260	teedy	13	0.056	11	te	e	dy	te:cool.do.end	1	e	y	False	0.0	0.0	0.0	S		
261	dary	13	0.056	10	da	ry		da:respond.end	0	r	y	True	0.0	0.0	0.615	H		
262	ychedy	13	0.056	10	ch	e	dy	[y]ch:cool.do.end	1	e	y	False	0.0	0.538	0.0	B		
263	sheeky	13	0.056	13	sh	eek	y	sh:cool.cool.heat.end	2	e	y	False	0.0	0.0	0.077	B		
264	shal	13	0.056	10	sh	al		sh:yield.state	0	a	l	False	0.0	0.0	0.0	S		
265	ram	13	0.056	13		r	am	respond.yield.final	0	r	m	True	0.0	0.0	1.0	S		
266	lcheey	13	0.056	11	lch	ee	y	lch:cool.cool.end	2	e	y	False	0.0	0.231	0.0	S		
267	lr	12	0.052	10		l	r	state.respond	0	l	r	True	0.0	0.0	0.417	S		
268	qotor	12	0.052	11	qo	t	or	qo:transfer.arrange.respond	0	t	r	False	0.0	0.083	0.0	S		
269	chos	12	0.052	8	ch	o	s	ch:arrange.sequence	0	o	s	False	0.0	0.083	0.167	S		
270	cho	12	0.052	10	ch	o		ch:arrange	0	o	o	False	0.0	0.0	0.0	S		
271	qody	12	0.052	10	qo	dy		qo:do.end	0	d	y	True	0.083	0.083	0.167	S		
272	qotchy	12	0.052	9	qo	tch	y	qo:transfer.adjust.watch.end	0	t	y	False	0.0	0.167	0.0	S		
273	ly	12	0.052	10		ly		state.end	0	l	y	True	0.0	0.0	0.75	B		
274	choty	12	0.052	8	ch	ot	y	ch:arrange.transfer.end	0	o	y	False	0.0	0.0	0.167	S		
275	qokaly	12	0.052	9	qo	ka	ly	qo:heat.yield.state.end	0	k	y	False	0.0	0.0	0.25	B		
276	tair	12	0.052	10	ta	i	r	ta:iterate.respond	0	i	r	True	0.0	0.417	0.0	S		
277	tal	12	0.052	9	ta	l		ta:state	0	l	l	True	0.0	0.0	0.083	B		
278	otchy	12	0.052	9	ot	y		ot:adjust.watch.end	0	c	y	True	0.0	0.083	0.0	B		
279	olain	12	0.052	9	ol	ain		ol:yield.iterate.bind	0	a	n	False	0.0	0.083	0.083	B		
280	sheal	12	0.052	10	sh	e	al	sh:cool.yield.state	1	e	l	False	0.0	0.0	0.0	S		
281	qokair	12	0.052	9	qo	kai	r	qo:heat.yield.iterate.respond	0	k	r	False	0.0	0.0	0.0	S		
282	ypchedy	11	0.048	9	pch	e	dy	[y]pch:cool.do.end	1	e	y	False	0.091	0.091	0.0	H		
283	rchedy	11	0.048	9	rch	e	dy	rch:cool.do.end	1	e	y	False	0.0	0.091	0.182	B		
284	pchedar	11	0.048	10	pch	ed	ar	pch:cool.do.yield.respond	1	e	r	False	0.545	0.818	0.0	H		
285	qokeor	11	0.048	9	qo	ke	or	qo:heat.cool.arrange.respond	1	k	r	False	0.0	0.091	0.091	B		
286	shedal	11	0.048	8	sh	ed	al	sh:cool.do.yield.state	1	e	l	False	0.0	0.091	0.091	B		
287	kair	11	0.048	8	ka	i	r	ka:iterate.respond	0	i	r	True	0.0	0.0	0.091	S		
288	chkain	11	0.048	11	ch	k	ain	ch:heat.yield.iterate.bind	0	k	n	False	0.0	0.0	0.0	S		
289	fchedy	11	0.048	11	fch	e	dy	fch:cool.do.end	1	e	y	False	0.0	0.091	0.0	B		
290	ykal	11	0.048	10	yk	al		yk:yield.state	0	a	l	False	0.0	0.0	0.091	H		
291	shky	11	0.048	10	sh	k	y	sh:heat.end	0	k	y	False	0.0	0.091	0.273	H		
292	pchey	11	0.048	10	pch	e	y	pch:cool.end	1	e	y	False	0.364	0.545	0.0	B		
293	tor	11	0.048	10	to	r		to:respond	0	r	r	True	0.0	0.545	0.0	H		
294	om	11	0.048	10		om		arrange.final	0	o	m	False	0.0	0.0	0.818	S		
295	chkal	11	0.048	9	ch	k	al	ch:heat.yield.state	0	k	l	False	0.0	0.0	0.0	S		
296	arody	11	0.048	10	ar	o	dy	ar:arrange.do.end	0	o	y	False	0.0	0.0	0.545	S		
297	chckhedy	11	0.048	10	ch	ckhe	dy	ch:adjust.heat.watch.cool.do.end	1	c	y	True	0.0	0.0	0.091	B		
298	orol	11	0.048	9	or	ol		or:arrange.state	0	o	l	False	0.0	0.0	0.364	B		
299	ytain	11	0.048	9	ta	in		[y]ta:iterate.bind	0	i	n	True	0.091	0.091	0.0	S		
300	otshedy	11	0.048	11	ot	e	dy	ot:sequence.watch.cool.do.end	1	s	y	True	0.0	0.0	0.182	S		
301	qokshedy	11	0.048	9	qo	kshe	dy	qo:heat.sequence.watch.cool.do.end	1	k	y	False	0.0	0.545	0.0	B		
302	olshey	11	0.048	8	ol	e	y	ol:sequence.watch.cool.end	1	s	y	True	0.0	0.182	0.182	B		
303	qolchey	11	0.048	8	qo	lche	y	qo:state.adjust.watch.cool.end	1	l	y	True	0.0	0.091	0.0	B		
304	qotchey	11	0.048	8	qo	tche	y	qo:transfer.adjust.watch.cool.end	1	t	y	False	0.0	0.0	0.0	S		
305	olkal	11	0.048	10	ol	k	al	ol:heat.yield.state	0	k	l	False	0.0	0.0	0.273	S		
306	aral	11	0.048	10	ar	al		ar:yield.state	0	a	l	False	0.0	0.0	0.545	S		
307	shedain	11	0.048	8	sh	ed	ain	sh:cool.do.yield.iterate.bind	1	e	n	False	0.0	0.0	0.091	S		
308	oaiin	10	0.043	9		o	aiin	arrange.yield.iterate.iterate.bind	0	o	n	False	0.0	0.4	0.0	S		
309	sheos	10	0.043	9	sh	eo	s	sh:cool.arrange.sequence	1	e	s	False	0.0	0.0	0.0	S		
310	ory	10	0.043	8	or	y		or:end	0	y	y	True	0.0	0.0	0.7	B		
311	ytchedy	10	0.043	8	tch	e	dy	[y]tch:cool.do.end	1	e	y	False	0.1	0.6	0.0	S		
312	shek	10	0.043	7	sh	ek		sh:cool.heat	1	e	k	False	0.0	0.0	0.0	B		
313	ckhy	10	0.043	8		ckh	y	adjust.heat.watch.end	0	c	y	True	0.0	0.0	0.2	H		
314	she	10	0.043	10	sh	e		sh:cool	1	e	e	False	0.0	0.0	0.0	H		
315	chdam	10	0.043	8	ch	d	am	ch:do.yield.final	0	d	m	True	0.0	0.0	0.6	H		
316	ky	10	0.043	10		k	y	heat.end	0	k	y	False	0.0	0.0	0.1	S		
317	pchdy	10	0.043	10	pch	dy		pch:do.end	0	d	y	True	0.0	0.0	0.1	S		
318	arol	10	0.043	9	ar	ol		ar:arrange.state	0	o	l	False	0.0	0.0	0.3	B		
319	tchey	10	0.043	9	tch	e	y	tch:cool.end	1	e	y	False	0.0	0.2	0.0	S		
320	dshey	10	0.043	9	sh	e	y	[d]sh:cool.end	1	e	y	False	0.0	0.9	0.0	H		
321	olkey	10	0.043	8	ol	ke	y	ol:heat.cool.end	1	k	y	False	0.0	0.0	0.2	B		
322	os	10	0.043	10		o	s	arrange.sequence	0	o	s	False	0.0	0.1	0.1	S		
323	chaiin	10	0.043	9	ch	aiin		ch:yield.iterate.iterate.bind	0	a	n	False	0.0	0.0	0.1	S		
324	sy	10	0.043	9		s	y	sequence.end	0	s	y	True	0.0	0.1	0.9	B		
325	qolchedy	10	0.043	8	qo	lche	dy	qo:state.adjust.watch.cool.do.end	1	l	y	True	0.0	0.1	0.0	B		
326	yshedy	10	0.043	9	sh	e	dy	[y]sh:cool.do.end	1	e	y	False	0.0	0.8	0.0	B		
327	yshey	10	0.043	9	sh	e	y	[y]sh:cool.end	1	e	y	False	0.1	0.9	0.0	S		
328	ycheol	10	0.043	8	ch	e	ol	[y]ch:cool.arrange.state	1	e	l	False	0.1	0.9	0.0	S		
329	otedar	10	0.043	8	ot	ed	ar	ot:cool.do.yield.respond	1	e	r	False	0.0	0.0	0.0	S		
330	qokechy	10	0.043	8	qo	kech	y	qo:heat.cool.adjust.watch.end	1	k	y	False	0.1	0.1	0.1	S		
331	qodain	10	0.043	5	qo	d	ain	qo:do.yield.iterate.bind	0	d	n	True	0.0	0.0	0.0	S		
332	araiin	10	0.043	10	ar	aiin		ar:yield.iterate.iterate.bind	0	a	n	False	0.0	0.0	0.2	S		
333	qoeey	10	0.043	8	qo	ee	y	qo:cool.cool.end	2	e	y	False	0.0	0.0	0.0	S		
334	okeeo	10	0.043	7	ok	eeo		ok:cool.cool.arrange	2	e	o	False	0.1	0.2	0.0	S		
335	cthedy	9	0.039	8	ct	he	dy	ct:watch.cool.do.end	1	h	y	True	0.0	0.222	0.111	H		
336	ytchdy	9	0.039	9	tch	dy		[y]tch:do.end	0	d	y	True	0.0	0.222	0.222	H		
337	ysheey	9	0.039	9	sh	ee	y	[y]sh:cool.cool.end	2	e	y	False	0.0	0.889	0.0	B		
338	shckhey	9	0.039	9	sh	ckhe	y	sh:adjust.heat.watch.cool.end	1	c	y	True	0.0	0.0	0.0	B		
339	okees	9	0.039	7	ok	ee	s	ok:cool.cool.sequence	2	e	s	False	0.222	0.222	0.0	H		
340	chkaiin	9	0.039	8	ch	k	aiin	ch:heat.yield.iterate.iterate.bind	0	k	n	False	0.0	0.0	0.0	S		
341	cthey	9	0.039	9	ct	he	y	ct:watch.cool.end	1	h	y	True	0.0	0.222	0.0	H		
342	ytam	9	0.039	7	ta	m		[y]ta:final	0	m	m	True	0.0	0.0	0.667	H		
343	ycheo	9	0.039	8	ch	eo		[y]ch:cool.arrange	1	e	o	False	0.0	1.0	0.0	S		
344	olar	9	0.039	7	ol	ar		ol:yield.respond	0	a	r	False	0.0	0.0	0.0	S		
345	chekal	9	0.039	8	ch	ek	al	ch:cool.heat.yield.state	1	e	l	False	0.0	0.0	0.111	H		
346	ry	9	0.039	9		ry		respond.end	0	r	y	True	0.0	0.111	0.889	B		
347	olcheey	9	0.039	7	ol	ee	y	ol:adjust.watch.cool.cool.end	2	c	y	True	0.0	0.333	0.0	S		
348	sheod	9	0.039	9	sh	eod		sh:cool.arrange.do	1	e	d	False	0.0	0.111	0.0	S		
349	yty	9	0.039	7		yt	y	end.transfer.end	0	y	y	True	0.0	0.222	0.111	H		
350	ochedy	9	0.039	8		oche	dy	arrange.adjust.watch.cool.do.end	1	o	y	False	0.0	0.222	0.222	S		
351	shee	9	0.039	6	sh	ee		sh:cool.cool	2	e	e	False	0.0	0.0	0.0	H		
352	kol	9	0.039	8	ko	l		ko:state	0	l	l	True	0.0	0.0	0.111	S		
353	ols	9	0.039	9	ol	s		ol:sequence	0	s	s	True	0.0	0.0	0.333	B		
354	teol	9	0.039	8	te	ol		te:arrange.state	0	o	l	False	0.0	0.0	0.0	B		
355	ykain	9	0.039	7	yk	ain		yk:yield.iterate.bind	0	a	n	False	0.0	0.222	0.0	H		
356	qokeeody	9	0.039	7	qo	keeo	dy	qo:heat.cool.cool.arrange.do.end	2	k	y	False	0.0	0.111	0.0	S		
357	sheeol	9	0.039	7	sh	ee	ol	sh:cool.cool.arrange.state	2	e	l	False	0.0	0.111	0.0	B		
358	qotam	9	0.039	7	qo	t	am	qo:transfer.yield.final	0	t	m	False	0.0	0.0	0.778	S		
359	olol	9	0.039	8	ol	ol		ol:arrange.state	0	o	l	False	0.0	0.0	0.444	B		
360	soiin	9	0.039	8	so	iin		so:iterate.iterate.bind	0	i	n	True	0.0	0.778	0.0	S		
361	lkl	9	0.039	7	lk	l		lk:state	0	l	l	True	0.0	0.111	0.0	S		
362	okeeedy	9	0.039	8	ok	eee	dy	ok:cool.cool.cool.do.end	3	e	y	False	0.0	0.0	0.0	S		
363	lcheedy	9	0.039	7	lch	ee	dy	lch:cool.cool.do.end	2	e	y	False	0.0	0.0	0.0	S		
364	otaly	9	0.039	8	ot	a	ly	ot:yield.state.end	0	a	y	False	0.111	0.111	0.444	B		
365	qokl	9	0.039	6	qo	k	l	qo:heat.state	0	k	l	False	0.0	0.111	0.111	S		
366	olkeeey	9	0.039	9	ol	keee	y	ol:heat.cool.cool.cool.end	3	k	y	False	0.0	0.111	0.0	S		
367	oar	9	0.039	6		o	ar	arrange.yield.respond	0	o	r	False	0.0	0.444	0.111	S		
368	qofchedy	8	0.035	8	qo	fche	dy	qo:flag.adjust.watch.cool.do.end	1	f	y	True	0.0	0.0	0.0	S		
369	qokees	8	0.035	8	qo	kee	s	qo:heat.cool.cool.sequence	2	k	s	False	0.0	0.25	0.0	H		
370	okor	8	0.035	7	ok	or		ok:arrange.respond	0	o	r	False	0.0	0.0	0.0	H		
371	kor	8	0.035	7	ko	r		ko:respond	0	r	r	True	0.125	0.125	0.0	H		
372	otody	8	0.035	8	ot	o	dy	ot:arrange.do.end	0	o	y	False	0.0	0.0	0.0	H		
373	ty	8	0.035	7		t	y	transfer.end	0	t	y	False	0.0	0.0	0.125	H		
374	oram	8	0.035	7	or	am		or:yield.final	0	a	m	False	0.0	0.0	1.0	S		
375	chdain	8	0.035	8	ch	d	ain	ch:do.yield.iterate.bind	0	d	n	True	0.125	0.125	0.0	S		
376	olchdy	8	0.035	7	ol	dy		ol:adjust.watch.do.end	0	c	y	True	0.125	0.125	0.375	B		
377	qokedar	8	0.035	8	qo	ked	ar	qo:heat.cool.do.yield.respond	1	k	r	False	0.0	0.0	0.0	B		
378	aram	8	0.035	8	ar	am		ar:yield.final	0	a	m	False	0.0	0.0	0.625	S		
379	kchey	8	0.035	8	kch	e	y	kch:cool.end	1	e	y	False	0.0	0.125	0.0	B		
380	cthdy	8	0.035	8	ct	h	dy	ct:watch.do.end	0	h	y	True	0.0	0.0	0.375	B		
381	oteed	8	0.035	7	ot	eed		ot:cool.cool.do	2	e	d	False	0.0	0.0	0.0	S		
382	chdor	8	0.035	7	ch	d	or	ch:do.arrange.respond	0	d	r	True	0.0	0.0	0.0	S		
383	alol	8	0.035	7	al	ol		al:arrange.state	0	o	l	False	0.0	0.0	0.25	S		
384	olkam	8	0.035	6	ol	k	am	ol:heat.yield.final	0	k	m	False	0.0	0.0	0.75	C		
385	oain	8	0.035	7		o	ain	arrange.yield.iterate.bind	0	o	n	False	0.0	0.5	0.0	S		
386	oiiin	8	0.035	8		oi	iin	arrange.iterate.iterate.iterate.bind	0	o	n	False	0.0	0.125	0.0	S		
387	cheeody	8	0.035	5	ch	eeo	dy	ch:cool.cool.arrange.do.end	2	e	y	False	0.0	0.0	0.0	S		
388	okeeody	8	0.035	7	ok	eeo	dy	ok:cool.cool.arrange.do.end	2	e	y	False	0.0	0.0	0.125	S		
389	cphedy	8	0.035	7		cphe	dy	adjust.pause.watch.cool.do.end	1	c	y	True	0.0	0.0	0.375	T		
390	daldy	8	0.035	8	da	l	dy	da:state.do.end	0	l	y	True	0.0	0.0	0.375	B		
391	qokan	8	0.035	8	qo	k	an	qo:heat.yield.bind	0	k	n	False	0.0	0.0	0.125	B		
392	okshey	8	0.035	7	ok	e	y	ok:sequence.watch.cool.end	1	s	y	True	0.0	0.0	0.125	S		
393	solchedy	8	0.035	7	so	lche	dy	so:state.adjust.watch.cool.do.end	1	l	y	True	0.0	0.875	0.125	B		
394	qockhey	8	0.035	8	qo	ckhe	y	qo:adjust.heat.watch.cool.end	1	c	y	True	0.0	0.0	0.0	B		
395	lsheey	8	0.035	7	lsh	ee	y	lsh:cool.cool.end	2	e	y	False	0.0	0.0	0.0	B		
396	tshedy	8	0.035	7	sh	e	dy	[t]sh:cool.do.end	1	e	y	False	0.625	0.875	0.0	S		
397	lkchey	8	0.035	4	lk	e	y	lk:adjust.watch.cool.end	1	c	y	True	0.0	0.0	0.0	S		
398	keol	8	0.035	6	ke	ol		ke:arrange.state	0	o	l	False	0.125	0.125	0.0	S		
399	lcheol	8	0.035	7	lch	e	ol	lch:cool.arrange.state	1	e	l	False	0.0	0.25	0.0	S		
400	tshey	8	0.035	7	sh	e	y	[t]sh:cool.end	1	e	y	False	0.25	0.75	0.0	B		
401	qokshey	8	0.035	7	qo	kshe	y	qo:heat.sequence.watch.cool.end	1	k	y	False	0.0	0.125	0.0	C		
402	chain	8	0.035	7	ch	ain		ch:yield.iterate.bind	0	a	n	False	0.0	0.125	0.125	S		
403	shdar	8	0.035	7	sh	d	ar	sh:do.yield.respond	0	d	r	True	0.0	0.0	0.0	C		
404	chokaiin	8	0.035	7	ch	ok	aiin	ch:arrange.heat.yield.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	S		
405	qoteody	8	0.035	6	qo	teo	dy	qo:transfer.cool.arrange.do.end	1	t	y	False	0.0	0.0	0.0	S		
406	oteeo	8	0.035	7	ot	eeo		ot:cool.cool.arrange	2	e	o	False	0.0	0.125	0.0	S		
407	oteeey	8	0.035	6	ot	eee	y	ot:cool.cool.cool.end	3	e	y	False	0.0	0.0	0.0	S		
408	lkeeey	8	0.035	7	lk	eee	y	lk:cool.cool.cool.end	3	e	y	False	0.0	0.0	0.125	S		
409	checkhey	7	0.03	6	ch	eckhe	y	ch:cool.adjust.heat.watch.cool.end	1	e	y	False	0.0	0.0	0.0	S		
410	daiir	7	0.03	6	da	ii	r	da:iterate.iterate.respond	0	i	r	True	0.0	0.429	0.0	H		
411	sheeo	7	0.03	7	sh	eeo		sh:cool.cool.arrange	2	e	o	False	0.0	0.143	0.0	S		
412	oteor	7	0.03	6	ot	e	or	ot:cool.arrange.respond	1	e	r	False	0.143	0.143	0.0	S		
413	qokaldy	7	0.03	7	qo	kal	dy	qo:heat.yield.state.do.end	0	k	y	False	0.0	0.0	0.143	H		
414	chekar	7	0.03	7	ch	ek	ar	ch:cool.heat.yield.respond	1	e	r	False	0.0	0.0	0.0	H		
415	shod	7	0.03	6	sh	od		sh:arrange.do	0	o	d	False	0.0	0.286	0.0	S		
416	olchy	7	0.03	7	ol	y		ol:adjust.watch.end	0	c	y	True	0.0	0.0	0.286	B		
417	chcthedy	7	0.03	7	ch	cthe	dy	ch:adjust.transfer.watch.cool.do.end	1	c	y	True	0.0	0.0	0.0	S		
418	chcthdy	7	0.03	7	ch	cth	dy	ch:adjust.transfer.watch.do.end	0	c	y	True	0.0	0.0	0.143	H		
419	ytal	7	0.03	5	ta	l		[y]ta:state	0	l	l	True	0.0	0.143	0.286	B		
420	dchdy	7	0.03	7	dch	dy		dch:do.end	0	d	y	True	0.143	0.571	0.143	B		
421	odal	7	0.03	7		od	al	arrange.do.yield.state	0	o	l	False	0.0	0.0	0.0	S		
422	opchy	7	0.03	7		opch	y	arrange.pause.adjust.watch.end	0	o	y	False	0.0	0.0	0.429	S		
423	keeey	7	0.03	6	ke	ee	y	ke:cool.cool.end	2	e	y	False	0.0	0.0	0.0	S		
424	ychey	7	0.03	7	ch	e	y	[y]ch:cool.end	1	e	y	False	0.0	0.857	0.0	S		
425	schedy	7	0.03	7	sch	e	dy	sch:cool.do.end	1	e	y	False	0.0	0.857	0.0	B		
426	qok	7	0.03	6	qo	k		qo:heat	0	k	k	False	0.0	0.429	0.0	S		
427	qotody	7	0.03	7	qo	to	dy	qo:transfer.arrange.do.end	0	t	y	False	0.0	0.0	0.143	S		
428	octhy	7	0.03	7		octh	y	arrange.adjust.transfer.watch.end	0	o	y	False	0.0	0.0	0.0	S		
429	dsheol	7	0.03	7	sh	e	ol	[d]sh:cool.arrange.state	1	e	l	False	0.0	0.857	0.0	S		
430	choky	7	0.03	7	ch	ok	y	ch:arrange.heat.end	0	o	y	False	0.0	0.0	0.0	H		
431	daiiin	7	0.03	6	da	i	iin	da:iterate.iterate.iterate.bind	0	i	n	True	0.0	0.286	0.0	S		
432	key	7	0.03	6	ke	y		ke:end	0	y	y	True	0.0	0.0	0.0	S		
433	chockhy	7	0.03	7	ch	ockh	y	ch:arrange.adjust.heat.watch.end	0	o	y	False	0.0	0.0	0.143	S		
434	dcheol	7	0.03	6	dch	e	ol	dch:cool.arrange.state	1	e	l	False	0.0	0.857	0.0	B		
435	shedar	7	0.03	7	sh	ed	ar	sh:cool.do.yield.respond	1	e	r	False	0.0	0.0	0.0	S		
436	qoly	7	0.03	6	qo	ly		qo:state.end	0	l	y	True	0.0	0.0	0.714	B		
437	qoked	7	0.03	6	qo	ked		qo:heat.cool.do	1	k	d	False	0.0	0.0	0.0	B		
438	ltedy	7	0.03	7	te	dy		[l]te:do.end	0	d	y	True	0.0	0.0	0.286	S		
439	sheety	7	0.03	5	sh	eet	y	sh:cool.cool.transfer.end	2	e	y	False	0.0	0.0	0.0	B		
440	rshedy	7	0.03	6	sh	e	dy	[r]sh:cool.do.end	1	e	y	False	0.0	0.0	0.143	B		
441	ycheedy	7	0.03	7	ch	ee	dy	[y]ch:cool.cool.do.end	2	e	y	False	0.0	0.429	0.0	S		
442	shety	7	0.03	6	sh	et	y	sh:cool.transfer.end	1	e	y	False	0.0	0.0	0.143	B		
443	chekain	7	0.03	5	ch	ek	ain	ch:cool.heat.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
444	lkey	7	0.03	7	lk	e	y	lk:cool.end	1	e	y	False	0.0	0.0	0.286	S		
445	qopchey	7	0.03	7	qo	pche	y	qo:pause.adjust.watch.cool.end	1	p	y	True	0.0	0.0	0.0	S		
446	lchy	7	0.03	7	lch	y		lch:end	0	y	y	True	0.0	0.0	0.571	B		
447	qolkeedy	7	0.03	6	qo	lkee	dy	qo:state.heat.cool.cool.do.end	2	l	y	True	0.0	0.143	0.143	B		
448	pcheol	7	0.03	5	pch	e	ol	pch:cool.arrange.state	1	e	l	False	0.286	0.429	0.0	B		
449	ofchedy	7	0.03	7		ofche	dy	arrange.flag.adjust.watch.cool.do.end	1	o	y	False	0.0	0.0	0.0	B		
450	ykchedy	7	0.03	7	yk	e	dy	yk:adjust.watch.cool.do.end	1	c	y	True	0.0	0.286	0.143	S		
451	ls	7	0.03	7		l	s	state.sequence	0	l	s	True	0.0	0.0	0.429	B		
452	polaiin	7	0.03	4	po	l	aiin	po:state.yield.iterate.iterate.bind	0	l	n	True	0.857	0.857	0.0	S		
453	shodaiin	7	0.03	7	sh	od	aiin	sh:arrange.do.yield.iterate.iterate.bind	0	o	n	False	0.0	0.286	0.0	S		
454	chokain	7	0.03	6	ch	ok	ain	ch:arrange.heat.yield.iterate.bind	0	o	n	False	0.0	0.0	0.0	S		
455	lkam	7	0.03	7	lk	am		lk:yield.final	0	a	m	False	0.0	0.0	0.857	S		
456	alkain	7	0.03	6	al	k	ain	al:heat.yield.iterate.bind	0	k	n	False	0.0	0.0	0.143	S		
457	dchey	6	0.026	6	dch	e	y	dch:cool.end	1	e	y	False	0.0	0.833	0.0	B		
458	aldy	6	0.026	6	al	dy		al:do.end	0	d	y	True	0.0	0.0	0.667	H		
459	tcheo	6	0.026	6	tch	eo		tch:cool.arrange	1	e	o	False	0.167	0.5	0.0	S		
460	ypchdy	6	0.026	5	pch	dy		[y]pch:do.end	0	d	y	True	0.0	0.0	0.0	H		
461	cheeol	6	0.026	6	ch	ee	ol	ch:cool.cool.arrange.state	2	e	l	False	0.0	0.0	0.0	S		
462	chs	6	0.026	5	ch	s		ch:sequence	0	s	s	True	0.0	0.0	0.0	S		
463	cheeos	6	0.026	5	ch	eeo	s	ch:cool.cool.arrange.sequence	2	e	s	False	0.0	0.0	0.0	S		
464	dcheey	6	0.026	6	dch	ee	y	dch:cool.cool.end	2	e	y	False	0.0	1.0	0.0	S		
465	rair	6	0.026	5		rai	r	respond.yield.iterate.respond	0	r	r	True	0.0	0.167	0.0	S		
466	keeol	6	0.026	6	ke	e	ol	ke:cool.arrange.state	1	e	l	False	0.0	0.0	0.167	S		
467	arar	6	0.026	6	ar	ar		ar:yield.respond	0	a	r	False	0.0	0.0	0.333	S		
468	ockhedy	6	0.026	6		ockhe	dy	arrange.adjust.heat.watch.cool.do.end	1	o	y	False	0.0	0.167	0.167	S		
469	opal	6	0.026	5		op	al	arrange.pause.yield.state	0	o	l	False	0.0	0.0	0.167	S		
470	chkeey	6	0.026	6	ch	kee	y	ch:heat.cool.cool.end	2	k	y	False	0.0	0.0	0.167	H		
471	cham	6	0.026	6	ch	am		ch:yield.final	0	a	m	False	0.0	0.0	0.833	H		
472	cthy	6	0.026	6	ct	h	y	ct:watch.end	0	h	y	True	0.0	0.0	0.167	H		
473	okary	6	0.026	6	ok	a	ry	ok:yield.respond.end	0	a	y	False	0.0	0.0	0.667	H		
474	olam	6	0.026	6	ol	am		ol:yield.final	0	a	m	False	0.0	0.0	0.833	S		
475	chd	6	0.026	6	ch	d		ch:do	0	d	d	True	0.0	0.0	0.167	H		
476	kam	6	0.026	6	ka	m		ka:final	0	m	m	True	0.0	0.0	0.833	H		
477	chodar	6	0.026	6	ch	od	ar	ch:arrange.do.yield.respond	0	o	r	False	0.0	0.0	0.167	S		
478	chty	6	0.026	6	ch	t	y	ch:transfer.end	0	t	y	False	0.0	0.0	0.333	B		
479	qokeedar	6	0.026	3	qo	keed	ar	qo:heat.cool.cool.do.yield.respond	2	k	r	False	0.0	0.0	0.0	S		
480	eeedy	6	0.026	6		eee	dy	cool.cool.cool.do.end	3	e	y	False	0.0	0.0	0.0	H		
481	chcphy	6	0.026	6	ch	cph	y	ch:adjust.pause.watch.end	0	c	y	True	0.0	0.0	0.167	S		
482	paiin	6	0.026	5		p	aiin	pause.yield.iterate.iterate.bind	0	p	n	True	0.333	0.833	0.0	S		
483	polchedy	6	0.026	6	po	lche	dy	po:state.adjust.watch.cool.do.end	1	l	y	True	0.667	0.667	0.0	S		
484	lkeeody	6	0.026	6	lk	eeo	dy	lk:cool.cool.arrange.do.end	2	e	y	False	0.0	0.0	0.0	S		
485	qoteol	6	0.026	6	qo	te	ol	qo:transfer.cool.arrange.state	1	t	l	False	0.0	0.0	0.0	S		
486	ykeeol	6	0.026	5	yk	ee	ol	yk:cool.cool.arrange.state	2	e	l	False	0.0	0.5	0.0	S		
487	yteody	6	0.026	4	te	o	dy	[y]te:arrange.do.end	0	o	y	False	0.167	0.5	0.0	C		
488	raraiin	6	0.026	5	ar	aiin		[r]ar:yield.iterate.iterate.bind	0	a	n	False	0.0	0.0	0.167	S		
489	chocthy	6	0.026	6	ch	octh	y	ch:arrange.adjust.transfer.watch.end	0	o	y	False	0.0	0.0	0.167	S		
490	okedar	6	0.026	5	ok	ed	ar	ok:cool.do.yield.respond	1	e	r	False	0.0	0.0	0.0	B		
491	eees	6	0.026	6		eee	s	cool.cool.cool.sequence	3	e	s	False	0.0	0.0	0.0	S		
492	ydaiin	6	0.026	6	da	iin		[y]da:iterate.iterate.bind	0	i	n	True	0.0	0.5	0.167	S		
493	olsheey	6	0.026	6	ol	ee	y	ol:sequence.watch.cool.cool.end	2	s	y	True	0.0	0.0	0.0	B		
494	okeeor	6	0.026	5	ok	ee	or	ok:cool.cool.arrange.respond	2	e	r	False	0.0	0.0	0.0	S		
495	olr	6	0.026	5	ol	r		ol:respond	0	r	r	True	0.0	0.167	0.167	S		
496	olkchedy	6	0.026	5	ol	kche	dy	ol:heat.adjust.watch.cool.do.end	1	k	y	False	0.0	0.167	0.0	S		
